Catalog ID,Description,Sex
HG02234,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG02235,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG02236,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG02237,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG02238,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,male
HG02239,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG02240,1000 GENOMES PROJECT - IBERIAN POPULATIONS IN SPAIN,female
HG02250,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02252,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02253,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02255,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02256,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02257,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02258,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02259,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02260,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02261,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02262,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02265,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02266,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02271,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02272,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02273,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02274,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02275,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02277,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02278,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02279,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02280,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02281,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02282,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02283,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02284,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02285,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02286,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02287,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02291,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02292,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02293,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02298,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02299,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02300,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02301,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02302,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02303,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02304,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",male
HG02307,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02308,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02309,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02312,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02314,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02315,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02316,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02317,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02318,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02321,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02322,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02323,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02325,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02330,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02332,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02334,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02337,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02339,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02343,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02345,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02348,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02351,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02353,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02355,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02356,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02360,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02364,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02367,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02371,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02373,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02374,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02375,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02379,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02380,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02382,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02383,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02384,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02385,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02386,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02389,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02390,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02391,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02392,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02394,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02395,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02396,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02397,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02398,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02399,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02401,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02402,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02406,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02407,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02408,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02409,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02410,"1000 GENOMES PROJECT - CHINESE DAI IN XISHUANGBANNA, CHINA",male
HG02419,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02420,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02425,"1000 GENOMES PROJECT - PERUVIAN IN LIMA, PERU",female
HG02427,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02429,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02433,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02439,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02442,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02445,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02449,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02450,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02451,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02455,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02461,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02462,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02463,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02464,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02465,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02466,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02470,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02471,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02476,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02477,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02479,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02481,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02484,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02485,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02489,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02490,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02491,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02492,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02493,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02494,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02495,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02496,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02497,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02501,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02502,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02505,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02508,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02511,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02512,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",male
HG02513,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",female
HG02514,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",male
HG02521,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",male
HG02522,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",female
HG02523,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",female
HG02524,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",male
HG02525,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",female
HG02526,"1000 GENOMES PROJECT - KINH IN HO CHI MINH CITY, VIETNAM",female
HG02536,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02537,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02541,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02545,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02546,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02549,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02554,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02555,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02557,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,male
HG02558,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02561,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02562,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02563,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02568,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02569,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02570,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02571,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02572,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02573,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02574,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02575,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02577,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02580,1000 GENOMES PROJECT - AFRICAN ANCESTRY FROM BARBADOS IN THE CARIBBEAN,female
HG02582,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02583,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02584,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02585,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02586,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02587,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02588,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02589,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02590,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02594,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02595,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02596,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02597,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02600,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02601,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02602,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02603,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02604,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02605,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02610,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02611,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02612,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02613,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02614,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02615,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02620,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02621,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02622,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02623,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02624,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02625,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02628,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02629,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02630,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02634,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02635,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02636,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02642,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02643,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02644,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02645,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02646,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02647,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02648,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02649,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02650,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02651,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02652,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02653,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02654,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02655,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02656,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02657,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02658,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02659,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02660,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02661,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02662,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02666,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02667,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02668,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02675,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02676,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02677,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02678,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02679,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02680,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02681,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02682,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02683,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02684,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02685,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02686,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02687,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02688,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02689,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02690,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02691,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02692,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02694,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02696,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02697,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02698,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02699,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02700,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02701,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02702,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02703,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02704,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02715,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02716,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02717,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02721,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02722,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02723,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02724,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02725,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02726,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02727,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02728,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02729,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02731,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02733,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02734,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02735,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02736,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02737,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",female
HG02738,"1000 GENOMES PROJECT - PUNJABI IN LAHORE, PAKISTAN",male
HG02756,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02757,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
HG02759,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",male
HG02760,"1000 GENOMES PROJECT - GAMBIAN IN WESTERN DIVISION, THE GAMBIA",female
